backend,backend_key,n,status,fit_s,loglik_s,predict_s,update_s,wall_s,ll,ll_native,ll_comparable,rmse,q2,dloglik_n,dmean_rms
libKriging-Cholesky-OpenBLAS,chol,250,ok,0.0365653820335865,0.05621120799332857,0.019314886070787907,0.0025558602064847946,0.9959058072417974,-317.2408530908763,-317.2408530908763,True,0.47726526621439047,0.8951942088308928,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,500,ok,0.12194840610027313,0.12608777824789286,0.03479593154042959,0.00784615334123373,2.4063824051991105,-463.2219780805967,-463.2219780805967,True,0.34018097380916285,0.946754162448549,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,1000,ok,0.31630256306380033,0.30953829549252987,0.0331389969214797,0.03760261554270983,5.4959641341120005,-512.857354838069,-512.857354838069,True,0.21110003711061398,0.9794958277266366,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,2000,ok,0.7585088992491364,0.7475671926513314,0.05566630978137255,0.14669927395880222,13.8004943523556,-60.62678267335889,-60.62678267335889,True,0.09552206631896418,0.9958017041492881,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,4000,ok,2.441552247852087,2.6390937929973006,0.10982374008744955,0.9172172490507364,46.63400842435658,2183.7686872253726,2183.7686872253726,True,0.04214301497461965,0.9991828216958988,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,8000,ok,9.328452286310494,13.958338121883571,0.3351892391219735,5.326229106634855,43.27294137515128,9751.610210172825,9751.610210172825,True,0.02167965393369696,0.9997837429305018,0.0,0.0
libKriging-Iterative-CUDA,iter-cuda,250,ok,0.02145558875054121,0.02095081750303507,0.026644084602594376,0.020874866284430027,0.6278345854952931,-316.2156150857621,-316.2156150857621,True,0.47726365717705865,0.895194915507696,0.0041009520204568165,0.00018687575307207082
libKriging-Iterative-CUDA,iter-cuda,500,ok,0.021685956045985222,0.02597050927579403,0.054140045307576656,0.021367892622947693,0.7951186960563064,-458.72408680686647,-458.72408680686647,True,0.34018064942351234,0.9467542639955416,0.008995782547460522,0.0002817933034265799
libKriging-Iterative-CUDA,iter-cuda,1000,ok,0.02893416117876768,0.03797835949808359,0.07375946640968323,0.026994120329618454,1.04809738881886,-510.8432339959283,-510.8432339959283,True,0.2110862360786962,0.979498508630816,0.0020141208421406986,0.0003268184699443856
libKriging-Iterative-CUDA,iter-cuda,2000,ok,0.04275604523718357,0.046359906904399395,0.09732086677104235,0.03246362321078777,1.4139889031648636,-64.85257527151259,-64.85257527151259,True,0.09553775094709928,0.9958003253241035,0.0021128962990768514,0.0003429629059768187
libKriging-Iterative-CUDA,iter-cuda,4000,ok,0.09406288154423237,0.18168841022998095,0.178187464363873,0.052406695671379566,3.1181272929534316,2133.344200101218,2133.344200101218,True,0.04215271099158,0.9991824456294885,0.01260612178103861,0.0006119114720345603
libKriging-Iterative-CUDA,iter-cuda,8000,ok,0.3450881978496909,1.495636735111475,0.3153787078335881,0.1772519750520587,13.790338356979191,9305.742408729202,9305.742408729202,True,0.021680132245289377,0.999783733387969,0.055733475180452845,0.00107569780851425
libKriging-Iterative-CUDA,iter-cuda,16000,ok,6.3980121444910765,43.47639716044068,0.6423546010628343,1.245483798906207,92.28162755165249,28388.44351743783,28388.44351743783,True,0.009319575615345356,0.9999600370172536,,
libKriging-Iterative-CUDA,iter-cuda,32000,ok,118.24604489374906,883.3114885902032,0.9620950752869248,10.46520771831274,1107.140833741054,74327.84995614005,74327.84995614005,True,0.003010787721517491,0.9999958291372842,,
libKriging-Iterative-OpenMP,iter-omp,250,ok,0.035261656157672405,0.03883568197488785,0.021443353965878487,0.036718202754855156,1.0161015391349792,-316.2156150857622,-316.2156150857622,True,0.4772636571770588,0.895194915507696,0.004100952020456588,0.000186875753075535
libKriging-Iterative-OpenMP,iter-omp,500,ok,0.06891337595880032,0.07494763098657131,0.04201496206223965,0.06415029335767031,1.7319147251546383,-458.72407619807,-458.72407619807,True,0.3401811096110844,0.9467541199365389,0.008995803765053437,0.0002879808582640813
libKriging-Iterative-OpenMP,iter-omp,1000,ok,0.0918034641072154,0.14740283228456974,0.05634558014571667,0.08317883685231209,2.616913352161646,-510.8435613852428,-510.8435613852428,True,0.21109238896150784,0.9794973134310279,0.002013793452826178,0.00024409046952672485
libKriging-Iterative-OpenMP,iter-omp,2000,ok,0.16720143612474203,0.40359439235180616,0.0926552377641201,0.13511383719742298,5.548777716234326,-64.85236902495058,-64.85236902495058,True,0.09552916504897889,0.9958010801327168,0.0021127931757958436,0.0003060489450761025
libKriging-Iterative-OpenMP,iter-omp,4000,ok,0.733764068223536,3.2753975866362453,0.32374015264213085,0.49888846278190613,16.453189291991293,2133.1681179784455,2133.1681179784455,True,0.04213210889299957,0.9991832445920823,0.01265014231173177,0.0005200290008703904
libKriging-Iterative-OpenMP,iter-omp,8000,ok,7.784110511653125,45.5034618191421,0.6717324228957295,2.6078400034457445,79.20911074709147,9305.764236832247,9305.764236832247,True,0.021681673465115882,0.9997837026385036,0.055730746667572245,0.0007245410551305042
GPyTorch-BBMM-CUDA,gpt-cuda,250,ok,0.06241168826818466,0.0632714880630374,0.06313272286206484,,0.998299184255302,-327.2979253207735,-1.3105907122500757,True,0.47725951231857333,0.8951967358866456,0.040228288919588746,0.00030481738320717127
GPyTorch-BBMM-CUDA,gpt-cuda,500,ok,0.06893174163997173,0.07021406572312117,0.07076272740960121,,1.1002551009878516,-476.4125340714113,-1.0182260095241689,True,0.34018728972183043,0.9467521852704722,0.026381111981629148,0.00033010835020766985
GPyTorch-BBMM-CUDA,gpt-cuda,1000,ok,0.07990940008312464,0.08109880425035954,0.08249663468450308,,1.279996121302247,-916.765560470464,-1.131376627608868,True,0.21110403850794154,0.9794950504068516,0.40390820563239505,0.0004329483559939035
GPyTorch-BBMM-CUDA,gpt-cuda,2000,ok,0.10717006027698517,0.10871463175863028,0.11035559512674809,,1.7222586423158646,-606.3974248923564,-0.7210461327710954,True,0.0955123027260962,0.9958025623458939,0.27288532110949876,0.0005342718329321178
GPyTorch-BBMM-CUDA,gpt-cuda,4000,ok,0.2139132646843791,0.2183869257569313,0.196396941319108,,3.3250024560838938,1529.266643569818,-0.2842864041776086,True,0.04213958060588203,0.9991829548794058,0.16362551091388866,0.0002580675340571134
GPyTorch-BBMM-CUDA,gpt-cuda,8000,ok,0.8163391323760152,0.8272442435845733,0.6350142480805516,,12.01915371697396,8938.095647128495,0.17182579041171084,True,0.02168295844184925,0.9997836769997711,0.10168932038054118,0.0004160238239910651
GPyTorch-BBMM-CUDA,gpt-cuda,16000,ok,5.53757238574326,5.585385171696544,3.9418783178552985,,18.932398557662964,28832.225077565945,0.5648487499192536,True,0.009351297739064044,0.9999597645009368,,
GPyTorch-BBMM-MKL,gpt-cpu,250,ok,0.037697792053222656,0.04562075715512037,0.08696110360324383,,1.0250399373471737,-297.8915847015728,-1.1929653741431325,True,0.47726024267035383,0.8951964151248498,0.07739707355721408,0.0002915275290801347
