backend,backend_key,n,status,fit_s,loglik_s,predict_s,update_s,wall_s,ll,ll_native,ll_comparable,rmse,q2,dloglik_n,dmean_rms
libKriging-Cholesky-OpenBLAS,chol,250,ok,0.04552134219557047,0.05215834453701973,0.022905508987605572,0.002925948239862919,1.0772486850619316,-317.2408530908763,-317.2408530908763,True,0.47726526621439047,0.8951942088308928,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,500,ok,0.11606626957654953,0.1201326334849,0.02546935249119997,0.008496060036122799,2.189022518694401,-463.2219780805967,-463.2219780805967,True,0.34018097380916285,0.946754162448549,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,1000,ok,0.30720329470932484,0.23899159114807844,0.03230605274438858,0.029554720036685467,4.923313063569367,-512.857354838069,-512.857354838069,True,0.21110003711061398,0.9794958277266366,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,2000,ok,0.75554174836725,0.7799845682457089,0.05499273259192705,0.13797061145305634,14.025876333937049,-60.62678267335889,-60.62678267335889,True,0.09552206631896418,0.9958017041492881,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,4000,ok,2.5383006120100617,2.549963797442615,0.11930588446557522,0.8441946366801858,46.91322370246053,2183.7686872253726,2183.7686872253726,True,0.04214301497461965,0.9991828216958988,0.0,0.0
libKriging-Cholesky-OpenBLAS,chol,8000,ok,9.48474836628884,11.863031663000584,0.39155234303325415,4.3795187985524535,39.86455034930259,9751.610210172825,9751.610210172825,True,0.02167965393369696,0.9997837429305018,0.0,0.0
libKriging-Iterative-CUDA,iter-cuda,250,ok,0.022093189880251884,0.022900590673089027,0.02226358838379383,0.02144003752619028,0.5928876474499702,-316.2156150857621,-316.2156150857621,True,0.47726365717705876,0.895194915507696,0.0041009520204568165,0.00018687575307041405
libKriging-Iterative-CUDA,iter-cuda,500,ok,0.023546572774648666,0.028513331897556782,0.047546492889523506,0.0239125806838274,0.8094291388988495,-458.7240868068666,-458.7240868068666,True,0.34018150095885147,0.9467539974272774,0.008995782547460295,0.0002933848513029482
libKriging-Iterative-CUDA,iter-cuda,1000,ok,0.03155200928449631,0.048950569704174995,0.055890100076794624,0.029899115674197674,1.0679213292896748,-510.84451007023057,-510.84451007023057,True,0.21109670709106176,0.9794964746119423,0.0020128447678384306,0.000400398215089661
libKriging-Iterative-CUDA,iter-cuda,2000,ok,0.051412008702754974,0.11700811143964529,0.09459766652435064,0.0474459258839488,1.8823823751881719,-64.86390239014634,-64.86390239014634,True,0.09553770635464058,0.9958003292445177,0.0021185598583937236,0.00043598868571984825
libKriging-Iterative-CUDA,iter-cuda,4000,ok,0.37649623677134514,0.6425218721851707,0.14905043505132198,0.2158319680020213,8.969907090999186,2133.370358516412,2133.370358516412,True,0.04215476332336252,0.9991823660173532,0.012599582177240108,0.00052750496731623
libKriging-Iterative-CUDA,iter-cuda,8000,ok,2.074011563323438,10.910250004380941,0.302870680578053,0.47354351729154587,35.71993589028716,9306.081205819539,9306.081205819539,True,0.021689163828973495,0.9997835531642669,0.05569112554416074,0.0007066722920604643
libKriging-Iterative-OpenMP,iter-omp,250,ok,0.04198689293116331,0.04530732147395611,0.03762842062860727,0.044486166909337044,1.223017574287951,-316.2156150857622,-316.2156150857622,True,0.4772636571770588,0.895194915507696,0.004100952020456588,0.000186875753075535
libKriging-Iterative-OpenMP,iter-omp,500,ok,0.07320065051317215,0.0822730390354991,0.07252518832683563,0.06366955861449242,2.147380916401744,-458.72407619807,-458.72407619807,True,0.3401811096110844,0.9467541199365389,0.008995803765053437,0.0002879808582640813
libKriging-Iterative-OpenMP,iter-omp,1000,ok,0.10851764772087336,0.18613730277866125,0.09779807180166245,0.10093180928379297,3.3042120691388845,-510.8435613852428,-510.8435613852428,True,0.21109238896150784,0.9794973134310279,0.002013793452826178,0.00024409046952672485
libKriging-Iterative-OpenMP,iter-omp,2000,ok,0.21153435111045837,0.6296347677707672,0.13994842674583197,0.19935144763439894,7.7808316284790635,-64.85236902495058,-64.85236902495058,True,0.09552916504897889,0.9958010801327168,0.0021127931757958436,0.0003060489450761025
libKriging-Iterative-OpenMP,iter-omp,4000,ok,0.9588393131271005,4.815497709438205,0.32285341434180737,0.6233207257464528,22.001420070417225,2133.1681179784455,2133.1681179784455,True,0.04213210889299957,0.9991832445920823,0.01265014231173177,0.0005200290008703904
libKriging-Iterative-OpenMP,iter-omp,8000,ok,11.068798450753093,72.31328616570681,0.6896280571818352,4.203202893026173,101.25632432941347,9305.764236832247,9305.764236832247,True,0.021681673465115882,0.9997837026385036,0.055730746667572245,0.0007245410551305042
GPyTorch-BBMM-CUDA,gpt-cuda,250,ok,0.0724313398823142,0.073582892306149,0.062048107385635376,,1.0900977775454521,-338.49326992307397,-1.355372270699013,True,0.4772653157532256,0.8951941870737802,0.08500966732879056,0.00024462990012528535
GPyTorch-BBMM-CUDA,gpt-cuda,500,ok,0.07637656386941671,0.07770202867686749,0.06922269612550735,,1.1710541285574436,-485.21049560034317,-1.035821106335263,True,0.3401806591341537,0.9467542609556847,0.04397703503949288,0.0003057588479211008
GPyTorch-BBMM-CUDA,gpt-cuda,1000,ok,0.11618936993181705,0.1175125427544117,0.07986035943031311,,1.632742010988295,-887.2130724009735,-1.101827426483212,True,0.21110450780442394,0.9794949592393735,0.3743557175629045,0.000284088680303511
GPyTorch-BBMM-CUDA,gpt-cuda,2000,ok,0.17528233490884304,0.17920139338821173,0.10751742590218782,,2.3984674885869026,-593.2455067699707,-0.7144717819519815,True,0.09551563733787743,0.9958022692513085,0.2663093620483059,0.0005022623526478407
GPyTorch-BBMM-CUDA,gpt-cuda,4000,ok,0.8907612077891827,0.906413009390235,0.32360400073230267,,10.912588736973703,1554.553471324428,-0.2779644307461204,True,0.04214700345457362,0.9991826670105485,0.15730380397523613,0.00036793648770382337
GPyTorch-BBMM-CUDA,gpt-cuda,8000,ok,7.263535243459046,7.355230004526675,1.7436141446232796,,24.995504127815366,8919.49070763031,0.1695019708207192,True,0.021676159618502795,0.9997838126372846,0.10401493781781437,0.00042659181319850694
GPyTorch-BBMM-MKL,gpt-cpu,250,ok,0.04325402621179819,0.07776209712028503,0.09779740869998932,,1.3705157488584518,-306.1606955711188,-1.2260418176213166,True,0.47726024267035383,0.8951964151248498,0.044320630079030025,0.0002915275290801347
